when,giveFeedback,condition,timerStart,readingTime,readingTimeEstimate,kolikoProcitaoText1,kolikoProcitaoText2,kolikoProcitaoText3,readingDeficits,which,readingDifficultiesThisExp,practiceForActivity_1,practiceForActivity_2,practiceForActivity_3,practiceForActivity_4,practiceForFinal_1,practiceForFinal_2,practiceForFinal_3,practiceForFinal_4,genKnowledge_1_1,genKnowledge_1_2,genKnowledge_1_3,genKnowledge_1_4,genKnowledge_1_5,genKnowledge_1_6,genKnowledge_1_7,genKnowledge_1_8,genKnowledge_1_9,genKnowledge_1_10,genKnowledge_2_1,genKnowledge_2_2,genKnowledge_2_3,genKnowledge_2_4,genKnowledge_2_5,genKnowledge_2_6,genKnowledge_2_7,genKnowledge_2_8,genKnowledge_2_9,genKnowledge_2_10,content_1_1,content_1_2,content_1_3,content_1_4,content_1_5,content_1_6,content_1_7,content_1_8,content_1_9,content_1_10,content_2_1,content_2_2,content_2_3,content_2_4,content_2_5,content_2_6,content_2_7,content_2_8,content_2_9,content_2_10,content_3_1,content_3_2,content_3_3,content_3_4,content_3_5,content_3_6,content_3_7,content_3_8,content_3_9,content_3_10,content_3_11,content_3_12,content_3_13,content_3_14,content_3_15,content_3_16,content_3_17,content_3_18,content_3_19,content_3_20,isIntrusor_2_1,isIntrusor_2_2,isIntrusor_2_3,isIntrusor_2_4,isIntrusor_2_5,isIntrusor_2_6,isIntrusor_2_7,isIntrusor_2_8,isIntrusor_2_9,isIntrusor_2_10,isIntrusor_3_1,isIntrusor_3_2,isIntrusor_3_3,isIntrusor_3_4,isIntrusor_3_5,isIntrusor_3_6,isIntrusor_3_7,isIntrusor_3_8,isIntrusor_3_9,isIntrusor_3_10,isIntrusor_3_11,isIntrusor_3_12,isIntrusor_3_13,isIntrusor_3_14,isIntrusor_3_15,isIntrusor_3_16,isIntrusor_3_17,isIntrusor_3_18,isIntrusor_3_19,isIntrusor_3_20,totalCorrect,totalIntrusors,activityFactor
2019-02-18T10:56:34Z,FALSE,content_noFeedback,1550483823.7799911,622.4918460845947,8,"više od jedan i pola puta, ali manje od dva puta",nisam uspjela/uspio pročitati do kraja ili sam žurila/žurio da bih pročitala/pročitao,jednom cijeli tekst,NE,-,NE,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12,2,content
2019-02-18T14:02:48Z,TRUE,general_feedback,1550494994.541318,468.3522469997406,8,jednom cijeli tekst i preletjeti ključne dijelove,jednom cijeli tekst,nisam uspjela/uspio pročitati do kraja ili sam žurila/žurio da bih pročitala/pročitao,NE,NE,NE,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,2,general
2019-02-19T11:07:33Z,TRUE,content_feedback,1550570884.8912475,310.7628540992737,6,oko jedan i pola puta,jednom cijeli tekst i preletjeti ključne dijelove,jednom cijeli tekst i preletjeti ključne dijelove,NE,ne,NE,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,10,4,content
2019-02-19T14:00:52Z,TRUE,general_feedback,1550581289.5772934,452.86125230789185,8,jednom cijeli tekst i preletjeti ključne dijelove,jednom cijeli tekst i preletjeti ključne dijelove,jednom cijeli tekst,NE,.,NE,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,2,general
2019-02-19T16:08:04Z,TRUE,general_feedback,1550588914.2621152,243.15350008010864,5,jednom cijeli tekst i preletjeti ključne dijelove,jednom cijeli tekst i preletjeti ključne dijelove,nisam uspjela/uspio pročitati do kraja ili sam žurila/žurio da bih pročitala/pročitao,NE,Ne,NE,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,12,4,general
2019-02-25T10:01:41Z,TRUE,general_feedback,1551085324.3591857,198.27564001083374,5,jednom cijeli tekst i preletjeti ključne dijelove,jednom cijeli tekst i preletjeti ključne dijelove,oko jedan i pola puta,NE,nisam odgovorio da ali moram ispuniti ovo polje jer mi program ne da dalje,NE,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,5,general
2019-02-25T11:04:20Z,TRUE,content_feedback,1551089087.0444288,254.9467647075653,5,jednom cijeli tekst i preletjeti ključne dijelove,jednom cijeli tekst i preletjeti ključne dijelove,jednom cijeli tekst i preletjeti ključne dijelove,NE,nemam,NE,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,9,6,content
2019-02-25T12:04:00Z,TRUE,general_feedback,1551092682.1962423,294.4936788082123,6,jednom cijeli tekst i preletjeti ključne dijelove,jednom cijeli tekst i preletjeti ključne dijelove,nisam uspjela/uspio pročitati do kraja ili sam žurila/žurio da bih pročitala/pročitao,NE,ne,NE,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9,4,general
2019-02-25T16:05:16Z,TRUE,general_feedback,1551107143.4051726,192.1059594154358,5,jednom cijeli tekst i preletjeti ključne dijelove,jednom cijeli tekst,jednom cijeli tekst i preletjeti ključne dijelove,NE,ne,NE,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,13,4,general
2019-02-25T18:02:19Z,TRUE,content_feedback,1551114156.184028,224.7917835712433,5,oko jedan i pola puta,oko jedan i pola puta,oko jedan i pola puta,NE,ne,NE,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,1,content
2019-02-11T09:59:57Z,FALSE,rereading,1549875619.7267983,331.4444053173065,7,oko dva puta,oko dva puta,jednom cijeli tekst,NE,"Nosim naočale (kratkovidan sam), ali inače nemam nikakvih problema sa čitanjem.",DA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,11,5,rereading
2019-02-11T11:05:48Z,FALSE,rereading,1549879577.1587918,292.4434196949005,6,oko jedan i pola puta,oko jedan i pola puta,oko jedan i pola puta,NE,Ne,NE,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,6,6,rereading
2019-02-11T12:11:41Z,TRUE,general_feedback,1549883529.0498369,352.2222146987915,7,jednom cijeli tekst i preletjeti ključne dijelove,jednom cijeli tekst,nisam uspjela/uspio pročitati do kraja ili sam žurila/žurio da bih pročitala/pročitao,NE,NEMAM,NE,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,6,general
2019-02-11T13:00:20Z,TRUE,general_feedback,1549886459.0337782,331.45738792419434,7,dva ili više puta,"više od jedan i pola puta, ali manje od dva puta","više nego jednom, ali nešto manje od jedan i pola puta",NE,-,DA,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,9,7,general
2019-02-11T14:04:58Z,FALSE,rereading,1549890347.1300352,534.8033933639526,8,oko dva i pola puta,oko dva i pola puta,oko dva puta,NE,NE,NE,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1,rereading
2019-02-11T16:00:34Z,TRUE,content_feedback,1549897254.510865,269.1060519218445,6,jednom cijeli tekst i preletjeti ključne dijelove,jednom cijeli tekst i preletjeti ključne dijelove,jednom cijeli tekst i preletjeti ključne dijelove,NE,NE,NE,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,1,content
2019-02-12T09:58:11Z,FALSE,general_noFeedback,1549961914.5131166,344.8118951320648,7,jednom cijeli tekst,jednom cijeli tekst,jednom cijeli tekst,NE,NISTA,NE,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,13,4,general
2019-02-12T10:57:56Z,FALSE,rereading,1549965493.8017628,234.16016578674316,5,oko dva puta,oko jedan i pola puta,"jednom cijeli tekst, a ključne dijelove dva puta",NE,ne,NE,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,4,10,rereading
2019-02-12T11:57:23Z,FALSE,rereading,1549969075.28955,399.32528162002563,8,oko dva puta,oko dva puta,"jednom cijeli tekst, a ključne dijelove dva puta",NE,NE,NE,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,7,9,rereading
2019-02-12T13:59:59Z,FALSE,content_noFeedback,1549976418.4850936,279.9831247329712,6,jednom cijeli tekst,jednom cijeli tekst,jednom cijeli tekst i preletjeti ključne dijelove,NE,nemam,NE,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,content
2019-02-12T14:57:21Z,FALSE,content_noFeedback,1549979886.563302,443.54526567459106,8,jednom cijeli tekst,jednom cijeli tekst,jednom cijeli tekst,NE,-,NE,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,10,5,content
2019-02-12T15:55:45Z,FALSE,rereading,1549983377.2594264,306.68231081962585,6,oko dva i pola puta,oko dva puta,"jednom cijeli tekst, a ključne dijelove dva puta",NE,/,NE,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,rereading
2019-02-12T17:01:58Z,TRUE,content_feedback,1549987337.4631622,244.96116089820862,5,jednom cijeli tekst i preletjeti ključne dijelove,jednom cijeli tekst,jednom cijeli tekst,NE,-,NE,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,13,4,content
2019-02-12T17:58:32Z,FALSE,general_noFeedback,1549990736.6916716,191.58287715911865,5,"više od jedan i pola puta, ali manje od dva puta",jednom cijeli tekst i preletjeti ključne dijelove,jednom cijeli tekst i preletjeti ključne dijelove,NE,nisam,NE,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,6,5,general
2019-02-12T19:05:21Z,TRUE,general_feedback,1549994752.7354157,273.01055335998535,6,oko jedan i pola puta,jednom cijeli tekst i preletjeti ključne dijelove,jednom cijeli tekst i preletjeti ključne dijelove,NE,-,NE,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,12,5,general
2019-02-14T12:25:55Z,FALSE,general_noFeedback,1550143571.293393,26.156362056732178,5,jednom cijeli tekst i preletjeti ključne dijelove,jednom cijeli tekst,jednom cijeli tekst,NE,ne,NE,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,9,4,general
2019-02-16T10:03:44Z,TRUE,content_feedback,1550307843.9135432,245.79299640655518,5,"više od jedan i pola puta, ali manje od dva puta",oko jedan i pola puta,jednom cijeli tekst i preletjeti ključne dijelove,NE,/,NE,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,content
2019-02-16T11:00:06Z,FALSE,rereading,1550311233.7122025,313.0425202846527,6,oko dva puta,oko dva puta,oko dva puta,NE,NE,NE,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,10,6,rereading
2019-02-16T12:06:05Z,TRUE,general_feedback,1550315250.5749733,601.4094398021698,8,jednom cijeli tekst,nisam uspjela/uspio pročitati do kraja ili sam žurila/žurio da bih pročitala/pročitao,jednom cijeli tekst i preletjeti ključne dijelove,NE,-,NE,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13,2,general
2019-02-16T13:11:09Z,FALSE,rereading,1550319092.4311552,166.7037181854248,5,oko dva i pola puta,oko dva i pola puta,oko dva i pola puta,NE,NE,NE,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,2,rereading
2019-02-16T14:04:07Z,FALSE,rereading,1550322280.2254448,270.80821919441223,6,oko dva puta,oko jedan i pola puta,jednom cijeli tekst,NE,Nemam,NE,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,9,6,rereading
2019-02-18T10:55:19Z,FALSE,content_noFeedback,1550483777.612981,295.8969748020172,6,oko jedan i pola puta,jednom cijeli tekst i preletjeti ključne dijelove,jednom cijeli tekst i preletjeti ključne dijelove,NE,-,NE,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16,3,content
2019-02-18T14:00:04Z,FALSE,general_noFeedback,1550494829.4324648,330.4719498157501,7,oko jedan i pola puta,jednom cijeli tekst,jednom cijeli tekst i preletjeti ključne dijelove,NE,NEMAM POTEŠKOĆA S ČITANJEM,NE,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,14,5,general
2019-02-18T15:01:00Z,FALSE,general_noFeedback,1550498485.4431353,324.0582911968231,7,jednom cijeli tekst i preletjeti ključne dijelove,jednom cijeli tekst i preletjeti ključne dijelove,nisam uspjela/uspio pročitati do kraja ili sam žurila/žurio da bih pročitala/pročitao,NE,NEMAM,NE,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,9,5,general
2019-02-19T11:02:54Z,FALSE,rereading,1550570598.2783942,423.6363523006439,8,oko jedan i pola puta,"jednom cijeli tekst, a ključne dijelove dva puta","jednom cijeli tekst, a ključne dijelove dva puta",NE,nemam,NE,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,12,4,rereading
